"","id","ReportType","CurrentStatus","Description","DateCreate_Converted","DateClosed_Converted","location","crecondate","clocondate","HLReportType","timespan","WeeksToClose","NoName","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN","Area","MHP","MedianHomePrice"
"124",331876,"Trash","Closed","Hi guys it looks like somebody took off the vines on the wall of Kona not Koa Park! Now it looks like just a pile of leaves just left there! Maybe they can be swept up?Thanks guys","03/17/2017 06:55:00 PM","02/27/2018 02:00:41 PM","(21.32058, -157.852539)",2017-03-17 18:55:00,2018-02-27 14:00:41,"Trash",29963141s (~49.54 weeks),49.542230489418,248,21.32058,-157.852539,"HI",248,1,187.3146,NA,"AggieReverseGeocoder",NA,4.01,"1848 Nuuanu Ave","Urban Honolulu","HI",96817,2426,17011029,"UrbanHNL",683000,"600k+"
"125",331856,"Vehicle","Closed","Abandoned  vehicle","03/17/2017 03:07:11 PM","03/21/2017 03:54:59 PM","(21.417007, -157.792786)",2017-03-17 15:07:11,2017-03-21 15:54:59,"Vehicle",348468s (~4.03 days),0.576170634920635,1480,21.417007,-157.792786,"HI",1480,1,1453.1022,NA,"AggieReverseGeocoder",NA,4.01,"45-109 WAIKAPOKI RD","Kaneohe","HI",96744,NA,392841,"Windward",770700,"700k+"
"126",331638,"Light","Closed","Broken street light as you leave long's shopping center from Town and Pump Liquor exit","03/16/2017 10:16:06 PM","02/27/2018 02:00:48 PM","(21.286139, -157.706757)",2017-03-16 22:16:06,2018-02-27 14:00:48,"RoadSafety",30037482s (~49.67 weeks),49.6651488095238,1008,21.286139,-157.706757,"HI",1008,1,640.9599,NA,"AggieReverseGeocoder",NA,4.01,"379 Ainahou St","East Honolulu","HI",96825,1510,39068125,"EastHNL",959800,"900k+"
"127",331633,"Light","Closed","Broken street light on the Costco side of the bridge","03/16/2017 09:55:42 PM","02/27/2018 01:59:49 PM","(21.285156, -157.709213)",2017-03-16 21:55:42,2018-02-27 13:59:49,"RoadSafety",30038647s (~49.67 weeks),49.6670750661376,1209,21.285156,-157.709213,"HI",1209,1,624.9704,NA,"AggieReverseGeocoder",NA,4.01,"321 Ainahou St","East Honolulu","HI",96825,1527,39068143,"EastHNL",959800,"900k+"
"128",331151,"Tree","Closed","Grass overgrown at old sugarmill which is now used by HPD on Renton road. Please cut as soon as possible.","03/15/2017 09:52:18 AM","02/27/2018 01:59:20 PM","(21.339852058, -158.036714963)",2017-03-15 09:52:18,2018-02-27 13:59:20,"Tree",30168422s (~49.88 weeks),49.8816501322751,747,21.339852058,-158.036714963,"HI",747,1,1625.7187,NA,"AggieReverseGeocoder",NA,4.01,"91-1161 ALANUI MAUKA ST","Ewa Beach","HI",96706,NA,589902,"Leeward",551200,"500k+"
"129",330949,"Light","Closed","Broken street light","03/14/2017 07:15:19 PM","02/27/2018 01:59:25 PM","(21.268997, -157.707626)",2017-03-14 19:15:19,2018-02-27 13:59:25,"RoadSafety",30221046s (~49.97 weeks),49.9686607142857,1348,21.268997,-157.707626,"HI",1348,1,156.2992,NA,"AggieReverseGeocoder",NA,4.01,"497 Portlock Rd","East Honolulu","HI",96825,2025,39016035,"EastHNL",959800,"900k+"
"130",330942,"Trash","Closed","Heavy trash dumping since March 12, 2017. It is now overflowing into the street and pick up not until the 5th of each month. Please police area, post signs and educate the public and police department. Doing nothing is not a solution as has already been","03/14/2017 06:11:56 PM","02/27/2018 01:59:25 PM","(21.356339, -158.084518)",2017-03-14 18:11:56,2018-02-27 13:59:25,"Trash",30224849s (~49.97 weeks),49.9749487433862,1679,21.356339,-158.084518,"HI",1679,1,859.4017,NA,"AggieReverseGeocoder",NA,4.01,"92-1140 PANANA ST","Kapolei","HI",96707,NA,414197,"Leeward",570800,"500k+"
"131",330931,"Trash","Closed","Between 2311 and 2307--collection of old fluorescent light fixtures(?) discarded outside well before bulk pick-up date.","03/14/2017 05:44:44 PM","02/27/2018 01:58:32 PM","(21.288803, -157.828262)",2017-03-14 17:44:44,2018-02-27 13:58:32,"Trash",30226428s (~49.98 weeks),49.9775595238095,729,21.288803,-157.828262,"HI",729,1,361.7176,NA,"AggieReverseGeocoder",NA,4.01,"2311 Lime St","Urban Honolulu","HI",96826,4208,27005040,"UrbanHNL",683000,"600k+"
"132",330930,"Trash","Closed","Small collection of bulk items discarded outside before bulk pick-up date including dorm-sized refrigerator.","03/14/2017 05:42:35 PM","02/27/2018 01:58:33 PM","(21.288681, -157.828217)",2017-03-14 17:42:35,2018-02-27 13:58:33,"Trash",30226558s (~49.98 weeks),49.9777744708995,883,21.288681,-157.828217,"HI",883,1,171.8802,NA,"AggieReverseGeocoder",NA,4.01,"2311 Lime St","Urban Honolulu","HI",96826,4208,27005040,"UrbanHNL",683000,"600k+"
"133",330929,"Trash","Closed","Microwave discarded off sidewalk well before bulk pick-up date.","03/14/2017 05:37:07 PM","02/27/2018 01:58:33 PM","(21.289396, -157.826599)",2017-03-14 17:37:07,2018-02-27 13:58:33,"Trash",30226886s (~49.98 weeks),49.9783167989418,1023,21.289396,-157.826599,"HI",1023,1,374.9954,NA,"AggieReverseGeocoder",NA,4.01,"644 Coolidge St","Urban Honolulu","HI",96826,4523,27012026,"UrbanHNL",683000,"600k+"
"134",330394,"Trash","Closed","Illegal Panana St dumping on 3/13/17 in photo. Pule grows daily.","03/13/2017 09:19:49 AM","02/27/2018 01:58:43 PM","(21.356367, -158.084824)",2017-03-13 09:19:49,2018-02-27 13:58:43,"Trash",30343134s (~50.17 weeks),50.1705257936508,826,21.356367,-158.084824,"HI",826,1,1157.1008,NA,"AggieReverseGeocoder",NA,4.01,"92-1140 PANANA ST","Kapolei","HI",96707,NA,414197,"Leeward",570800,"500k+"
"135",329647,"Light","Closed","Last of burnt out lights on wailua road bridge","03/09/2017 09:48:41 PM","02/16/2018 03:29:57 PM","(21.288664, -157.700607)",2017-03-09 21:48:41,2018-02-16 15:29:57,"RoadSafety",29698876s (~49.11 weeks),49.1052843915344,1455,21.288664,-157.700607,"HI",1455,1,421.8618,NA,"AggieReverseGeocoder",NA,4.01,"7079 Ehu Wai Pl","East Honolulu","HI",96825,3117,39095003,"EastHNL",959800,"900k+"
"136",328753,"Pothole","Closed","Huge pothole","03/07/2017 09:39:18 AM","02/16/2018 03:26:58 PM","(21.29138, -157.83844)",2017-03-07 09:39:18,2018-02-16 15:26:58,"RoadSafety",29915260s (~49.46 weeks),49.4630621693122,1656,21.29138,-157.83844,"HI",1656,1,624.9899,NA,"AggieReverseGeocoder",NA,4.01,"1680 Kapiolani Blvd","Urban Honolulu","HI",96814,3794,23022004,"UrbanHNL",683000,"600k+"
"137",328122,"Trash","Closed","Large Bookcase and several baby car seats discarded outside well before bulk pick-up date.","03/05/2017 07:34:50 PM","02/16/2018 03:24:36 PM","(21.290535, -157.823029)",2017-03-05 19:34:50,2018-02-16 15:24:36,"Trash",30052186s (~49.69 weeks),49.689460978836,663,21.290535,-157.823029,"HI",663,1,921.8754,NA,"AggieReverseGeocoder",NA,4.01,"845 University Ave","Urban Honolulu","HI",96826,3158,27016019,"UrbanHNL",683000,"600k+"
"138",327735,"Trash","Closed","Large white mattress left on water side of the Ala Wai on the corner of Ohua.","03/03/2017 06:36:34 PM","02/16/2018 03:23:38 PM","(21.282776, -157.827118)",2017-03-03 18:36:34,2018-02-16 15:23:38,"Trash",30228424s (~49.98 weeks),49.9808597883598,736,21.282776,-157.827118,"HI",736,1,437.9823,NA,"AggieReverseGeocoder",NA,4.01,"455 Lewers St","Urban Honolulu","HI",96815,2455,26020035,"UrbanHNL",683000,"600k+"
"139",327734,"Stormwater","Closed","Tree in the ala wai. I dunno if it's the water way complaint or tree?","03/03/2017 06:35:38 PM","03/10/2017 10:25:16 AM","(21.287823, -157.839966)",2017-03-03 18:35:38,2017-03-10 10:25:16,"Water",575378s (~6.66 days),0.951352513227513,420,21.287823,-157.839966,"HI",420,1,812.5641,NA,"AggieReverseGeocoder",NA,4.01,"1660 Ala Moana Blvd","Urban Honolulu","HI",96815,1460,26011023,"UrbanHNL",683000,"600k+"
"140",326635,"Light","Closed","On Feb 5th I sent in a complaint abt a street light that needs to be picked up. Yesterday I get a call from Danelle saying it had been picked up. It was indeed picked and moved 25 feet away. Can someone really come by and dispose of it? Someone cld easy","02/28/2017 02:48:47 PM","02/16/2018 03:22:41 PM","(21.294113, -157.822357)",2017-02-28 14:48:47,2018-02-16 15:22:41,"RoadSafety",30501234s (~50.43 weeks),50.4319345238095,1527,21.294113,-157.822357,"HI",1527,1,437.5056,NA,"AggieReverseGeocoder",NA,4.01,"1212 University Ave","Urban Honolulu","HI",96826,1534,28006017,"UrbanHNL",683000,"600k+"
"141",326239,"Trash","Closed","We took away 650lbs in 2 pickups but cannot move the rest of the items.  Please coordinate remval of appliances and abandoned trailer/boat.","02/27/2017 12:15:23 PM","02/16/2018 03:22:45 PM","(21.39245502, -157.76441504)",2017-02-27 12:15:23,2018-02-16 15:22:45,"Trash",30596842s (~50.59 weeks),50.5900165343915,1474,21.39245502,-157.76441504,"HI",1474,1,687.4965,NA,"AggieReverseGeocoder",NA,4.01,"913 Kalanianaole Hwy","Waimanalo","HI",96734,4600,42015005,"Windward",604900,"600k+"
"142",325296,"Vehicle","Closed","Possible abandoned vehicle:White Chevy truck license 056TVN has been parked for several weeks on Hawaii Kai Drive opposite 6841.","02/23/2017 05:33:45 PM","02/24/2017 08:57:55 AM","(21.288794, -157.706818)",2017-02-23 17:33:45,2017-02-24 08:57:55,"Vehicle",55450s (~15.4 hours),0.0916832010582011,1428,21.288794,-157.706818,"HI",1428,1,687.4911,NA,"AggieReverseGeocoder",NA,4.01,"6800 Hawaii Kai Dr","East Honolulu","HI",96825,1505,39008005,"EastHNL",959800,"900k+"
"143",324120,"Broken / Vandalized signs","Closed","Punawainui St sign gone at Makakilo Drive","02/20/2017 09:18:20 AM","02/16/2018 03:18:08 PM","(21.366152, -158.079117)",2017-02-20 09:18:20,2018-02-16 15:18:08,"RoadSafety",31211988s (~51.61 weeks),51.607123015873,1593,21.366152,-158.079117,"HI",1593,1,578.1228,NA,"AggieReverseGeocoder",NA,4.01,"92-1357 PUNAWAINUI ST","Kapolei","HI",96707,NA,73465,"Leeward",570800,"500k+"
"144",321723,"Broken / Vandalized signs","Closed","On 2/10/17, a City bus struck the Stop sign at the parking lot exit. The driver reported it to his transit supervisor and 3 HPD officers also arrived. The sign is at an approx angle of 60 degrees. It needs to be straightened. The post is solid and poses","02/11/2017 11:18:02 AM","02/16/2018 02:07:32 PM","(21.270344, -157.803162)",2017-02-11 11:18:02,2018-02-16 14:07:32,"RoadSafety",31978170s (~1.01 years),52.8739583333333,1392,21.270344,-157.803162,"HI",1392,1,1218.7631,NA,"AggieReverseGeocoder",NA,4.01,"4303 Diamond Head Rd","Urban Honolulu","HI",96816,4421,31042009,"UrbanHNL",683000,"600k+"
"145",320848,"Broken / Vandalized signs","Closed","Do not wnter sign is knocked down.","02/07/2017 11:07:07 PM","02/08/2017 08:56:21 AM","(21.305645967, -157.862801883)",2017-02-07 23:07:07,2017-02-08 08:56:21,"RoadSafety",35354s (~9.82 hours),0.0584556878306878,1681,21.305645967,-157.862801883,"HI",1681,1,1578.1586,NA,"AggieReverseGeocoder",NA,4.01,"700 Richards St","Urban Honolulu","HI",96813,4605,21016015,"UrbanHNL",683000,"600k+"
"146",320819,"Light","Closed","Light is not working and homeowner had advised that it's dark and they have had theft occur at their home before and is concerned.","02/07/2017 03:20:39 PM","02/16/2018 01:47:59 PM","(21.3423729, -158.0372889)",2017-02-07 15:20:39,2018-02-16 13:47:59,"RoadSafety",32308040s (~1.02 years),53.4193783068783,1243,21.3423729,-158.0372889,"HI",1243,1,1796.8918,NA,"AggieReverseGeocoder",NA,4.01,"91-1188 BRYAN ST","Ewa Beach","HI",96706,NA,103425,"Leeward",551200,"500k+"
"147",320245,"Broken / Vandalized signs","Closed","Fallen sign post on McCully St, on approach to Beretania St. Diamondhead side.","02/05/2017 01:05:09 PM","02/16/2018 01:46:04 PM","(21.296356, -157.829773)",2017-02-05 13:05:09,2018-02-16 13:46:04,"RoadSafety",32488855s (~1.03 years),53.7183449074074,827,21.296356,-157.829773,"HI",827,1,984.5167,NA,"AggieReverseGeocoder",NA,4.01,"1124 Mccully St","Urban Honolulu","HI",96826,2205,28002054,"UrbanHNL",683000,"600k+"
"148",320101,"Vehicle","Closed","Camry","02/04/2017 10:56:43 AM","02/06/2017 08:48:37 AM","(21.31781, -158.021072)",2017-02-04 10:56:43,2017-02-06 08:48:37,"Vehicle",165114s (~1.91 days),0.273005952380952,1026,21.31781,-158.021072,"HI",1026,1,1843.7559,NA,"AggieReverseGeocoder",NA,4.01,"91-1073 KAIKO ST","Ewa Beach","HI",96706,NA,574991,"Leeward",551200,"500k+"
"149",319488,"Tree","Closed","The large tree and roots are cracking the sidewalk and asphalt. There are some pipes that lifted up as well but the neighbor put 2 slabs of cement to cover those exposed pipes as a temp fix.","02/02/2017 12:14:58 AM","02/16/2018 01:44:44 PM","(21.280083, -157.807846)",2017-02-02 00:14:58,2018-02-16 13:44:44,"Tree",32794186s (~1.04 years),54.2231911375661,240,21.280083,-157.807846,"HI",240,1,1156.3954,NA,"AggieReverseGeocoder",NA,4.01,"838 7th Ave","Urban Honolulu","HI",96816,2159,32020034,"UrbanHNL",683000,"600k+"
"150",318511,"Vehicle","Closed","Vehicle was tagged early last week. Vehicle has not yet moved. Please tow.","01/29/2017 08:35:00 PM","01/30/2017 10:25:03 AM","(21.26632443, -157.786978409)",2017-01-29 20:35:00,2017-01-30 10:25:03,"Vehicle",49803s (~13.83 hours),0.0823462301587302,1050,21.26632443,-157.786978409,"HI",1050,1,390.6799,NA,"AggieReverseGeocoder",NA,4.01,"658 Hunakai St","Urban Honolulu","HI",96816,4910,35033007,"UrbanHNL",683000,"600k+"
"151",318351,"Homeless","Closed","Extreme hording, 92-5022 limukele street Kapolei hi 96707, back yard photo. Inside every room is floor to ceiling. Rodents galore. Fire hazard.","01/28/2017 02:37:37 PM","02/16/2018 01:43:44 PM","(21.366501, -158.090103)",2017-01-28 14:37:37,2018-02-16 13:43:44,"Homeless",33174367s (~1.05 years),54.8517972883598,1739,21.366501,-158.090103,"HI",1739,1,911.8056,NA,"AggieReverseGeocoder",NA,4.01,"92-5018 LIMUKELE ST","Kapolei","HI",96707,NA,118149,"Leeward",570800,"500k+"
"152",318126,"Vehicle","Closed","White Chevy Camaro with long expired tags hasn't been moved for more than one month. Previously reported but car remains abandoned on street in front of my house.","01/27/2017 11:57:22 AM","01/30/2017 07:51:40 AM","(21.320786, -157.858047)",2017-01-27 11:57:22,2017-01-30 07:51:40,"Vehicle",244458s (~2.83 days),0.404196428571429,507,21.320786,-157.858047,"HI",507,1,351.9706,NA,"AggieReverseGeocoder",NA,4.01,"317 Puuhue Pl","Urban Honolulu","HI",96817,6215,17018062,"UrbanHNL",683000,"600k+"
"153",318100,"Trash","Closed","Sofa and mattress dumped","01/27/2017 11:01:50 AM","02/16/2018 01:43:47 PM","(21.34697, -157.820633)",2017-01-27 11:01:50,2018-02-16 13:43:47,"Trash",33273717s (~1.05 years),55.016066468254,743,21.34697,-157.820633,"HI",743,1,906.2587,NA,"AggieReverseGeocoder",NA,4.01,"4020 Nuuanu Pali Dr","Urban Honolulu","HI",96817,1059,19004031,"UrbanHNL",683000,"600k+"
"154",317987,"Light","Closed","Light is cycling on and off.","01/27/2017 06:02:47 AM","02/16/2018 01:42:22 PM","(21.422836, -157.81337)",2017-01-27 06:02:47,2018-02-16 13:42:22,"RoadSafety",33291575s (~1.05 years),55.0455935846561,679,21.422836,-157.81337,"HI",679,1,1609.3797,NA,"AggieReverseGeocoder",NA,4.01,"46-251 KALALI ST","Kaneohe","HI",96744,NA,631701,"Windward",770700,"700k+"
"155",307024,"Vehicle","Closed","All illegal... expired everything. in pic it shows 4 cars in a row. cant take pic of each car because its in between &amp; will not get a clear shot of each vehicle.","01/23/2017 12:36:09 PM","01/24/2017 02:12:47 PM","(21.38007772, -158.13864537)",2017-01-23 12:36:09,2017-01-24 14:12:47,"Vehicle",92198s (~1.07 days),0.152443783068783,1721,21.38007772,-158.13864537,"HI",1721,1,812.4889,NA,"AggieReverseGeocoder",NA,4.01,"89-345 MANO AVE","Waianae","HI",96792,NA,290350,"Leeward",375100,"300k+"
"156",306429,"Broken / Vandalized signs","Closed","Fallen sign at King St @ McCully St. Mauka side.","01/20/2017 10:12:37 PM","02/16/2018 01:41:41 PM","(21.295052, -157.830368)",2017-01-20 22:12:37,2018-02-16 13:41:41,"RoadSafety",33838144s (~1.07 years),55.9493121693122,689,21.295052,-157.830368,"HI",689,1,343.7608,NA,"AggieReverseGeocoder",NA,4.01,"1970 S King St","Urban Honolulu","HI",96826,2138,28002001,"UrbanHNL",683000,"600k+"
"157",306164,"Pothole","Closed","Pothole","01/19/2017 01:38:44 PM","02/16/2018 01:39:28 PM","(21.317673, -157.848633)",2017-01-19 13:38:44,2018-02-16 13:39:28,"RoadSafety",33955244s (~1.08 years),56.1429298941799,1040,21.317673,-157.848633,"HI",1040,1,249.9944,NA,"AggieReverseGeocoder",NA,4.01,"1901 Lusitana St","Urban Honolulu","HI",96813,1531,22013074,"UrbanHNL",683000,"600k+"
"158",303192,"Pothole","Closed","Pothole about foot in diameter 4 inches deep. When facing Hamakua Marsh directly in front of you it's in the left lane.","01/09/2017 12:42:13 AM","02/16/2018 01:31:38 PM","(21.389961, -157.739639)",2017-01-09 00:42:13,2018-02-16 13:31:38,"RoadSafety",34865365s (~1.1 years),57.6477595899471,214,21.389961,-157.739639,"HI",214,1,343.7789,NA,"AggieReverseGeocoder",NA,4.01,"392 Aoloa St","Waimanalo","HI",96734,3001,42001056,"Windward",604900,"600k+"
"159",302891,"Trash","Closed","Chair and other large furniture item discarded off sidewalk well before bulk pick-up date.","01/06/2017 06:44:19 PM","02/16/2018 01:30:06 PM","(21.290802, -157.8255)",2017-01-06 18:44:19,2018-02-16 13:30:06,"Trash",35059547s (~1.11 years),57.9688277116402,42,21.290802,-157.8255,"HI",42,1,1156.1995,NA,"AggieReverseGeocoder",NA,4.01,"803 Coolidge St","Urban Honolulu","HI",96826,3011,27009017,"UrbanHNL",683000,"600k+"
"160",302881,"Flooding","Closed","Slow leak manhole cover not an emergency","01/06/2017 04:03:27 PM","02/16/2018 01:29:10 PM","(21.275658, -157.766296)",2017-01-06 16:03:27,2018-02-16 13:29:10,"Water",35069143s (~1.11 years),57.9846941137566,745,21.275658,-157.766296,"HI",745,1,453.1284,NA,"AggieReverseGeocoder",NA,4.01,"4889 Kalanianaole Hwy","Urban Honolulu","HI",96821,1544,35058022,"UrbanHNL",683000,"600k+"
"161",302777,"Vehicle","Closed","White van with paint peeling on roof","01/06/2017 09:24:43 AM","01/06/2017 09:40:58 AM","(21.336271, -157.854416)",2017-01-06 09:24:43,2017-01-06 09:40:58,"Vehicle",975s (~16.25 minutes),0.00161210317460317,738,21.336271,-157.854416,"HI",738,1,1234.3479,NA,"AggieReverseGeocoder",NA,4.01,"1315 Mamalu St","Urban Honolulu","HI",96817,1242,18032035,"UrbanHNL",683000,"600k+"
"162",301981,"Broken / Vandalized signs","Closed","Something hit the traffic light and pedestrian signal, it is turned so that it is no longer visible","01/03/2017 07:36:30 AM","02/16/2018 01:28:26 PM","(21.40840957, -158.177137556)",2017-01-03 07:36:30,2018-02-16 13:28:26,"RoadSafety",35358716s (~1.12 years),58.4634854497355,1118,21.40840957,-158.177137556,"HI",1118,1,656.2781,NA,"AggieReverseGeocoder",NA,4.01,"87-105 MAIPALAOA RD","Waianae","HI",96792,NA,492392,"Leeward",375100,"300k+"
"163",301277,"Pothole","Closed","Large pothole coming off the freeway directly after the stop sign for the mergeing traffic from S King St.  super dangerous for motorcycles and mopeds.","12/29/2016 10:06:58 AM","02/16/2018 11:55:41 AM","(21.289347, -157.816666)",2016-12-29 10:06:58,2018-02-16 11:55:41,"RoadSafety",35776123s (~1.13 years),59.153642526455,685,21.289347,-157.816666,"HI",685,1,718.7371,NA,"AggieReverseGeocoder",NA,4.01,"2920 S King St","Urban Honolulu","HI",96826,3565,27028035,"UrbanHNL",683000,"600k+"
"164",300681,"Flooding","Closed","Ignore the photo. Just wanted to let u know that corner of Ala Wai and McCully, at the grass island in front of the Waikiki Landmark, the sprinklers have been on since Friday. It is now Monday, I know, no one working since it is Christmas, but we are was","12/26/2016 09:47:17 PM","02/16/2018 11:54:36 AM","(21.289902, -157.834229)",2016-12-26 21:47:17,2018-02-16 11:54:36,"Water",35993239s (~1.14 years),59.5126306216931,465,21.289902,-157.834229,"HI",465,1,171.9143,NA,"AggieReverseGeocoder",NA,4.01,"1861 Kapiolani Blvd","Urban Honolulu","HI",96826,3810,23034020,"UrbanHNL",683000,"600k+"
"165",300496,"Pothole","Closed","Pothole","12/25/2016 07:18:36 AM","02/16/2018 11:54:02 AM","(21.317699, -157.854782)",2016-12-25 07:18:36,2018-02-16 11:54:02,"RoadSafety",36131726s (~1.14 years),59.7416104497354,1449,21.317699,-157.854782,"HI",1449,1,1457.6179,NA,"AggieReverseGeocoder",NA,4.01,"1650 Nuuanu Ave","Urban Honolulu","HI",96817,3260,17009001,"UrbanHNL",683000,"600k+"
"166",300407,"Pothole","Closed","2nd Reguest Concerning 2 foot+ pot hole Dillingham Boulevard. adjacent to Honolulu Community College - carpenter and mason school side of HCC.","12/23/2016 01:56:18 PM","02/16/2018 11:54:06 AM","(21.31942, -157.868225)",2016-12-23 13:56:18,2018-02-16 11:54:06,"RoadSafety",36280668s (~1.15 years),59.987876984127,306,21.31942,-157.868225,"HI",306,1,171.9111,NA,"AggieReverseGeocoder",NA,4.01,"915 Robello Ln","Urban Honolulu","HI",96817,4546,15006028,"UrbanHNL",683000,"600k+"
"167",300309,"Light","Closed","Pathway lamp light STILL out.","12/22/2016 06:22:52 PM","02/16/2018 11:54:07 AM","(21.284231, -157.827225)",2016-12-22 18:22:52,2018-02-16 11:54:07,"RoadSafety",36351075s (~1.15 years),60.1042906746032,499,21.284231,-157.827225,"HI",499,1,296.8948,NA,"AggieReverseGeocoder",NA,4.01,"2021 Kapiolani Blvd","Urban Honolulu","HI",96826,3947,27036001,"UrbanHNL",683000,"600k+"
"168",298669,"Homeless","Closed","Exactly how are we supposed to utilize this bus stop next to the Windward Mall? An everyday occurrence.","12/14/2016 07:46:31 AM","02/16/2018 11:52:15 AM","(21.420877, -157.803467)",2016-12-14 07:46:31,2018-02-16 11:52:15,"Homeless",37080344s (~1.18 years),61.3100925925926,986,21.420877,-157.803467,"HI",986,1,1220.3201,NA,"AggieReverseGeocoder",NA,4.01,"46-47 KAM HWY","Kaneohe","HI",96744,NA,525318,"Windward",770700,"700k+"
"169",298216,"Trash","Closed","Illegal dumping on pauahi street near entrance to smith Beretania park","12/12/2016 10:03:27 AM","02/16/2018 11:51:28 AM","(21.311985, -157.861588)",2016-12-12 10:03:27,2018-02-16 11:51:28,"Trash",37244881s (~1.18 years),61.582144510582,1162,21.311985,-157.861588,"HI",1162,1,1187.5519,NA,"AggieReverseGeocoder",NA,4.01,"1170 Nuuanu Ave","Urban Honolulu","HI",96817,5142,17004004,"UrbanHNL",683000,"600k+"
"170",296443,"Broken / Vandalized signs","Closed","No parking sign displaced.","12/04/2016 08:43:06 AM","02/16/2018 11:49:45 AM","(21.4255712, -157.7449259)",2016-12-04 08:43:06,2018-02-16 11:49:45,"RoadSafety",37940799s (~1.2 years),62.7328025793651,574,21.4255712,-157.7449259,"HI",574,1,46.8766,NA,"AggieReverseGeocoder",NA,4.01,"721 Mokapu Rd","Waimanalo","HI",96734,1630,44005012,"Windward",604900,"600k+"
"171",296081,"Stream","Closed","Ditch blocked. Behind aikahi el school. In aikahi city park.","12/02/2016 07:20:47 AM","02/16/2018 11:48:54 AM","(21.42650608, -157.74993827)",2016-12-02 07:20:47,2018-02-16 11:48:54,"Water",38118487s (~1.21 years),63.0265988756614,182,21.42650608,-157.74993827,"HI",182,1,93.785,NA,"AggieReverseGeocoder",NA,4.01,"78 Aikahi Loop","Waimanalo","HI",96734,1676,44003011,"Windward",604900,"600k+"
"172",295887,"Vehicle","Closed","Large Ram P/U with a piece of lumber on roof racks","12/01/2016 10:06:41 AM","12/01/2016 10:11:19 AM","(21.393181, -157.726501)",2016-12-01 10:06:41,2016-12-01 10:11:19,"Vehicle",278s (~4.63 minutes),0.000459656084656085,485,21.393181,-157.726501,"HI",485,1,249.9788,NA,"AggieReverseGeocoder",NA,4.01,"140 Alala Rd","Waimanalo","HI",96734,3125,42055012,"Windward",604900,"600k+"
"173",294633,"Trash","Closed","Large format printer and upholstered dining chair discarded outside well before bulk pick-up date at this repeat-offending address.","11/26/2016 06:17:51 PM","02/16/2018 11:47:36 AM","(21.291237, -157.827759)",2016-11-26 18:17:51,2018-02-16 11:47:36,"Trash",38597385s (~1.22 years),63.8184275793651,1274,21.291237,-157.827759,"HI",1274,1,250.0157,NA,"AggieReverseGeocoder",NA,4.01,"2234 Citron St","Urban Honolulu","HI",96826,2854,27008003,"UrbanHNL",683000,"600k+"
"174",294222,"Broken / Vandalized signs","Closed","Missing street name sign","11/23/2016 01:20:54 PM","02/16/2018 11:47:42 AM","(21.337905774, -158.038586181)",2016-11-23 13:20:54,2018-02-16 11:47:42,"RoadSafety",38874408s (~1.23 years),64.2764682539683,839,21.337905774,-158.038586181,"HI",839,1,2353.3454,NA,"AggieReverseGeocoder",NA,4.01,"91-1632 TENNEY ST","Ewa Beach","HI",96706,NA,337605,"Leeward",551200,"500k+"
"175",294180,"Trash","Closed","Mattress, corrugated metal roofing","11/23/2016 10:48:00 AM","11/30/2016 12:36:40 PM","(21.316385, -157.796799)",2016-11-23 10:48:00,2016-11-30 12:36:40,"Trash",611320s (~1.01 weeks),1.01078042328042,1494,21.316385,-157.796799,"HI",1494,1,468.7854,NA,"AggieReverseGeocoder",NA,4.01,"3459 Paty Dr","Urban Honolulu","HI",96822,1444,29070023,"UrbanHNL",683000,"600k+"
"176",293607,"Broken / Vandalized signs","Closed","Stop sign and street sign on makai/ewa corner of Cooke and kawaiahao laying in grass.","11/21/2016 05:03:42 AM","02/16/2018 11:46:44 AM","(21.30069, -157.855927)",2016-11-21 05:03:42,2018-02-16 11:46:44,"RoadSafety",39076982s (~1.24 years),64.611412037037,1230,21.30069,-157.855927,"HI",1230,1,953.1782,NA,"AggieReverseGeocoder",NA,4.01,"725 Kapiolani Blvd","Urban Honolulu","HI",96813,6012,21049027,"UrbanHNL",683000,"600k+"
"177",292870,"Light","Closed","Street light out. Pole located by 91-934 Hoomohalu Pl.","11/17/2016 12:31:05 AM","02/16/2018 11:46:04 AM","(21.333881, -158.01532)",2016-11-17 00:31:05,2018-02-16 11:46:04,"RoadSafety",39438899s (~1.25 years),65.2098197751323,1699,21.333881,-158.01532,"HI",1699,1,1765.5912,NA,"AggieReverseGeocoder",NA,4.01,"91-934 HOOMOHALU PL","Ewa Beach","HI",96706,NA,359644,"Leeward",551200,"500k+"
"178",292865,"Tree","Closed","Plants are overgrown.  Concerned resident advised that it poses a hazard to drivers and   people who pass it.","11/16/2016 10:41:07 PM","02/16/2018 11:44:55 AM","(21.343997177, -158.035323148)",2016-11-16 22:41:07,2018-02-16 11:44:55,"Tree",39445428s (~1.25 years),65.2206150793651,988,21.343997177,-158.035323148,"HI",988,1,1781.3476,NA,"AggieReverseGeocoder",NA,4.01,"91-1242 ALANUI MAUKA ST","Ewa Beach","HI",96706,NA,172115,"Leeward",551200,"500k+"
