"","id","ReportType","CurrentStatus","Description","DateCreate_Converted","DateClosed_Converted","location","crecondate","clocondate","HLReportType","timespan","WeeksToClose"
"1326",364992,"Vehicle","Closed","Black Ford Explorer","06/23/2017 10:32:28 AM","06/23/2017 11:31:06 AM","(21.317917, -158.021133)",2017-06-23 10:32:28,2017-06-23 11:31:06,"Vehicle",3518s (~58.63 minutes),0.00581679894179894
"1327",364991,"Vehicle","Closed","Green Ford Mustang","06/23/2017 10:28:37 AM","06/23/2017 11:31:42 AM","(21.317734, -158.021072)",2017-06-23 10:28:37,2017-06-23 11:31:42,"Vehicle",3785s (~1.05 hours),0.0062582671957672
"1328",364902,"Vehicle","Closed","Black Honda 2dr. Lic#: RDR867. EXPIRED SAFETY CHECK &amp; MV REGISTRATION. Vehicle should not be on road, safety issue. Previously reported since 05/24/17. Vehicle did not move until 6/19/17. Moved one stall foreward. Has not moved for more than 24 hrs s","06/23/2017 06:39:46 AM","06/23/2017 07:58:13 AM","(21.3193395, -158.02071)",2017-06-23 06:39:46,2017-06-23 07:58:13,"Vehicle",4707s (~1.31 hours),0.0077827380952381
"1329",364899,"Vehicle","Closed","Blue Jeep Wrangler. Lic#: RXN048. Previously reported since 05/24/17. Vehicle did not move until 6/19/17. As of 6/21/17 it has not moved for more than 24 hrs since then. I am a disabled driver and would appreciate an available stall near my home but this","06/23/2017 06:31:36 AM","06/23/2017 07:58:29 AM","(21.3193395, -158.02071)",2017-06-23 06:31:36,2017-06-23 07:58:29,"Vehicle",5213s (~1.45 hours),0.00861937830687831
"1330",364759,"Vehicle","Closed","No Kic. Plate front and back parked at red curb no parking zone.","06/22/2017 07:07:01 PM","06/23/2017 09:42:54 AM","(21.379177, -158.024078)",2017-06-22 19:07:01,2017-06-23 09:42:54,"Vehicle",52553s (~14.6 hours),0.0868931878306878
"1331",364740,"Vehicle","Closed","Parked on street parking over 1 week.","06/22/2017 05:06:29 PM","06/23/2017 08:04:18 AM","(21.387375, -157.941864)",2017-06-22 17:06:29,2017-06-23 08:04:18,"Vehicle",53869s (~14.96 hours),0.0890691137566138
"1332",364738,"Vehicle","Closed","Golf coupe. Parked on street parking over 1 week.","06/22/2017 05:05:01 PM","06/23/2017 09:22:47 AM","(21.387375, -157.941864)",2017-06-22 17:05:01,2017-06-23 09:22:47,"Vehicle",58666s (~16.3 hours),0.0970006613756614
"1333",364736,"Vehicle","Closed","Parked on street parking over 1 week.","06/22/2017 05:02:57 PM","06/23/2017 08:06:19 AM","(21.387375, -157.941864)",2017-06-22 17:02:57,2017-06-23 08:06:19,"Vehicle",54202s (~15.06 hours),0.089619708994709
"1334",364734,"Vehicle","Closed","Black Ford Explorer, expired tags and inspection.","06/22/2017 04:55:56 PM","06/23/2017 08:55:00 AM","(21.317902, -158.021011)",2017-06-22 16:55:56,2017-06-23 08:55:00,"Vehicle",57544s (~15.98 hours),0.0951455026455026
"1335",362195,"Vehicle","Closed","Black Ford Mustang that hasnt moved in oveer a month","06/15/2017 07:10:42 PM","06/16/2017 08:52:32 AM","(21.304157306, -157.832343341)",2017-06-15 19:10:42,2017-06-16 08:52:32,"Vehicle",49310s (~13.7 hours),0.0815310846560847
"1336",364515,"Vehicle","Closed","Green Lexus 4dr Lic#: PXF 384. EXPIRED SAFETY CHECK &amp; MV REGISTRATION. Vehicle parked since 6/19/17. Has not moved for more than 24 hrs since then. I am a disabled driver and would appreciate an available stall near my home but this vehicle is parked","06/22/2017 06:37:31 AM","06/22/2017 08:53:59 AM","(21.3192364, -158.0207288)",2017-06-22 06:37:31,2017-06-22 08:53:59,"Vehicle",8188s (~2.27 hours),0.0135383597883598
"1337",364511,"Vehicle","Closed","Black Honda 2dr. Lic#: RDR867. EXPIRED SAFETY CHECK &amp; MV REGISTRATION. Vehicle should be IMMEDIATELY TOWED and should  not be on road due to safety issue. Previously reported since 05/24/17. Vehicle technically did not move until 6/19/17. Vehicle is","06/22/2017 06:30:57 AM","06/22/2017 08:53:45 AM","(21.3193395, -158.02071)",2017-06-22 06:30:57,2017-06-22 08:53:45,"Vehicle",8568s (~2.38 hours),0.0141666666666667
"1338",364504,"Vehicle","Closed","Blue Jeep Wrangler. Lic#: RXN048. Previously reported since 05/24/17. Vehicle is switching with another noncompliant vehicle within the same stall. I am a disabled driver and would appreciate an available stall near my home but this vehicle has been here","06/22/2017 06:22:02 AM","06/22/2017 08:53:29 AM","(21.3193395, -158.02071)",2017-06-22 06:22:02,2017-06-22 08:53:29,"Vehicle",9087s (~2.52 hours),0.0150248015873016
"1339",364271,"Vehicle","Closed","Parked on jacks for greater than a week","06/21/2017 11:44:05 AM","06/21/2017 01:19:46 PM","(21.396164, -158.013931)",2017-06-21 11:44:05,2017-06-21 13:19:46,"Vehicle",5741s (~1.59 hours),0.00949239417989418
"1340",364116,"Vehicle","Closed","Green Lexus 4dr Lic#: PXF 384. EXPIRED SAFETY CHECK &amp; MV REGISTRATION. Vehicle parked since 6/19/17. Has not moved for more than 24 hrs since then. I am a disabled driver and would appreciate an available stall near my home but this vehicle is parked","06/21/2017 07:29:09 AM","06/21/2017 08:03:30 AM","(21.3192364, -158.0207288)",2017-06-21 07:29:09,2017-06-21 08:03:30,"Vehicle",2061s (~34.35 minutes),0.0034077380952381
"1341",364109,"Vehicle","Closed","Black Honda 2dr. Lic#: RDR867. EXPIRED SAFETY CHECK &amp; MV REGISTRATION. Vehicle shoild not be on road, safety issue. Previously reported since 05/24/17. Vehicle did not move until 6/19/17. Moved one stall foreward. Has not moved for more than 24 hrs s","06/21/2017 07:17:47 AM","06/21/2017 07:56:03 AM","(21.3193395, -158.02071)",2017-06-21 07:17:47,2017-06-21 07:56:03,"Vehicle",2296s (~38.27 minutes),0.0037962962962963
"1342",364101,"Vehicle","Closed","Blue Jeep Wrangler. 2dr. Lic #:RXN048. Previously reported since 05/24/17. Vehicle did not me until 6/19/17. Moved one stall foreard. Has not moved for more than 24 hrs since then. I am a disabled driver and would appreciate an available stall near my ho","06/21/2017 07:11:40 AM","06/21/2017 07:57:20 AM","(21.3193395, -158.02071)",2017-06-21 07:11:40,2017-06-21 07:57:20,"Vehicle",2740s (~45.67 minutes),0.00453042328042328
"1343",362194,"Vehicle","Closed","Green Cheverolet 4x4 pick-up truck parked in front of 1717 Poki St. Hasn't moved in over 3 weeks","06/15/2017 07:04:57 PM","06/16/2017 08:52:06 AM","(21.304186711, -157.832304696)",2017-06-15 19:04:57,2017-06-16 08:52:06,"Vehicle",49629s (~13.79 hours),0.0820585317460317
"1344",363783,"Vehicle","Closed","Nissan Frontier parked for several months without moving","06/20/2017 10:56:53 AM","06/20/2017 12:06:15 PM","(21.619194, -157.914337)",2017-06-20 10:56:53,2017-06-20 12:06:15,"Vehicle",4162s (~1.16 hours),0.00688161375661376
"1345",363759,"Vehicle","Closed","Not moved in weeks was reported before","06/20/2017 10:07:30 AM","06/20/2017 11:29:45 AM","(21.288052, -157.819656)",2017-06-20 10:07:30,2017-06-20 11:29:45,"Vehicle",4935s (~1.37 hours),0.00815972222222222
"1346",363757,"Vehicle","Closed","Not moved in weeks","06/20/2017 10:04:16 AM","06/20/2017 11:31:20 AM","(21.288048, -157.819611)",2017-06-20 10:04:16,2017-06-20 11:31:20,"Vehicle",5224s (~1.45 hours),0.00863756613756614
"1347",363462,"Vehicle","Closed","Vehicle has been parked here for months at a time without being moved over the past few years","06/19/2017 09:06:35 PM","06/20/2017 10:11:02 AM","(21.289993, -157.722549)",2017-06-19 21:06:35,2017-06-20 10:11:02,"Vehicle",47067s (~13.07 hours),0.0778224206349206
"1348",363455,"Vehicle","Closed","Wrecked and appears abandoned","06/19/2017 06:42:27 PM","06/20/2017 12:29:43 PM","(21.264847, -157.817154)",2017-06-19 18:42:27,2017-06-20 12:29:43,"Vehicle",64036s (~17.79 hours),0.10587962962963
"1349",363248,"Vehicle","Closed","Black Honda RDR867","06/19/2017 09:26:31 AM","06/19/2017 09:59:27 AM","(21.3193395, -158.02071)",2017-06-19 09:26:31,2017-06-19 09:59:27,"Vehicle",1976s (~32.93 minutes),0.00326719576719577
"1350",363244,"Vehicle","Closed","Blue Jeep Wrangler RXN048","06/19/2017 09:22:51 AM","06/19/2017 09:59:10 AM","(21.3192364, -158.0207288)",2017-06-19 09:22:51,2017-06-19 09:59:10,"Vehicle",2179s (~36.32 minutes),0.00360284391534392
"1351",362743,"Vehicle","Closed","Older Subaru wagon, expired safety, has not moved for more than a month taking up parking spot","06/17/2017 08:56:42 AM","06/19/2017 01:38:00 PM","(21.31232763, -158.02339177)",2017-06-17 08:56:42,2017-06-19 13:38:00,"Vehicle",189678s (~2.2 days),0.313621031746032
"1352",362618,"Vehicle","Closed","Sitting for Months not moved.","06/16/2017 05:06:32 PM","06/19/2017 02:00:30 PM","(21.30044647, -157.71104926)",2017-06-16 17:06:32,2017-06-19 14:00:30,"Vehicle",248038s (~2.87 days),0.410115740740741
"1353",362423,"Vehicle","Closed","Black Honda Accord","06/16/2017 07:32:37 AM","06/16/2017 01:16:35 PM","(21.326164, -157.874557)",2017-06-16 07:32:37,2017-06-16 13:16:35,"Vehicle",20638s (~5.73 hours),0.0341236772486773
"1354",362408,"Vehicle","Closed","Black Eclipse, car hasn't moved in months!","06/16/2017 07:06:43 AM","06/16/2017 11:55:04 AM","(21.326141, -157.874588)",2017-06-16 07:06:43,2017-06-16 11:55:04,"Vehicle",17301s (~4.81 hours),0.0286061507936508
"1355",362398,"Vehicle","Closed","Most windows covered up an looks like storage","06/16/2017 06:25:50 AM","06/16/2017 08:10:57 AM","(21.326757, -157.862732)",2017-06-16 06:25:50,2017-06-16 08:10:57,"Vehicle",6307s (~1.75 hours),0.0104282407407407
"1356",362207,"Vehicle","Closed","Whit Ford Expedition that hasn't moved in months","06/15/2017 08:19:33 PM","06/16/2017 08:53:11 AM","(21.303290691, -157.833231763)",2017-06-15 20:19:33,2017-06-16 08:53:11,"Vehicle",45218s (~12.56 hours),0.0747652116402116
"1357",362206,"Vehicle","Closed","White BMW that has been parked here for months. Police tag car, but will just move to different spot and start all over again","06/15/2017 08:16:34 PM","06/16/2017 08:53:05 AM","(21.30352299, -157.832988165)",2017-06-15 20:16:34,2017-06-16 08:53:05,"Vehicle",45391s (~12.61 hours),0.0750512566137566
"1358",362205,"Vehicle","Closed","Tan Ford Taurus. Car has not not moved in over a month","06/15/2017 08:12:36 PM","06/16/2017 08:53:00 AM","(21.304062892, -157.832430164)",2017-06-15 20:12:36,2017-06-16 08:53:00,"Vehicle",45624s (~12.67 hours),0.0754365079365079
"1359",362204,"Vehicle","Closed","Black Buick Verano that leaves car there for weeks. Switches out with a gray Dodge Durango every 2-3weeks. Same owner","06/15/2017 08:09:24 PM","06/16/2017 08:52:38 AM","(21.30410686, -157.832392287)",2017-06-15 20:09:24,2017-06-16 08:52:38,"Vehicle",45794s (~12.72 hours),0.0757175925925926
"1360",362192,"Vehicle","Closed","Tan 4door Buick Regal sedan with """"For Sale"""" sign.","06/15/2017 06:53:07 PM","06/16/2017 11:22:36 AM","(21.30425365, -157.832247204)",2017-06-15 18:53:07,2017-06-16 11:22:36,"Vehicle",59369s (~16.49 hours),0.0981630291005291
"1361",362191,"Vehicle","Closed","Black Ford Expidition","06/15/2017 06:50:47 PM","06/16/2017 11:55:30 AM","(21.619173, -157.914536)",2017-06-15 18:50:47,2017-06-16 11:55:30,"Vehicle",61483s (~17.08 hours),0.101658399470899
"1362",362175,"Vehicle","Closed","Abandoned suv","06/15/2017 04:36:08 PM","06/16/2017 11:42:04 AM","(21.289124, -157.837845)",2017-06-15 16:36:08,2017-06-16 11:42:04,"Vehicle",68756s (~19.1 hours),0.113683862433862
"1363",361975,"Vehicle","Closed","Gray Acura TL","06/15/2017 07:43:55 AM","06/15/2017 11:38:53 AM","(21.377228, -157.933685)",2017-06-15 07:43:55,2017-06-15 11:38:53,"Vehicle",14098s (~3.92 hours),0.0233101851851852
"1364",361301,"Vehicle","Closed","All 3 vehicles there hasn't moved for 5 days. SUV, VAN & SUV. They're by the no parking sign","06/13/2017 12:54:38 PM","06/15/2017 08:31:12 AM","(21.288036, -157.819565)",2017-06-13 12:54:38,2017-06-15 08:31:12,"Vehicle",156994s (~1.82 days),0.259580026455026
"1365",361288,"Vehicle","Closed","White Lexus es250 that hasn't moved on weeks.","06/13/2017 12:15:31 PM","06/15/2017 08:21:00 AM","(21.291886483, -157.723047974)",2017-06-13 12:15:31,2017-06-15 08:21:00,"Vehicle",158729s (~1.84 days),0.262448743386243
"1366",361285,"Vehicle","Closed","Has pipe racks paint faded and peeling dents all over","06/13/2017 12:04:56 PM","06/15/2017 08:16:10 AM","(21.336334, -157.85437)",2017-06-13 12:04:56,2017-06-15 08:16:10,"Vehicle",159074s (~1.84 days),0.26301917989418
"1367",361155,"Vehicle","Closed","Salt lake area","06/13/2017 08:12:10 AM","06/14/2017 11:45:18 AM","(21.3458477, -157.9145091)",2017-06-13 08:12:10,2017-06-14 11:45:18,"Vehicle",99188s (~1.15 days),0.164001322751323
"1368",361153,"Vehicle","Closed","Salt lake area","06/13/2017 08:09:48 AM","06/14/2017 11:42:51 AM","(21.3458225, -157.9144859)",2017-06-13 08:09:48,2017-06-14 11:42:51,"Vehicle",99183s (~1.15 days),0.163993055555556
"1369",361096,"Vehicle","Closed","Jeep Wrangler. Vehicle already chalked and ticketed.","06/13/2017 06:44:12 AM","06/14/2017 11:40:17 AM","(21.3192364, -158.0207288)",2017-06-13 06:44:12,2017-06-14 11:40:17,"Vehicle",104165s (~1.21 days),0.172230489417989
"1370",361092,"Vehicle","Closed","Vehicle is already ticketed and chalked.","06/13/2017 06:40:58 AM","06/14/2017 11:37:12 AM","(21.3193395, -158.02071)",2017-06-13 06:40:58,2017-06-14 11:37:12,"Vehicle",104174s (~1.21 days),0.17224537037037
"1371",360936,"Vehicle","Closed","Honda Accord","06/12/2017 07:13:21 PM","06/14/2017 11:11:26 AM","(21.466904, -158.00766)",2017-06-12 19:13:21,2017-06-14 11:11:26,"Vehicle",143885s (~1.67 days),0.237905092592593
"1372",360828,"Vehicle","Closed","Two abandoned vehicles. I reported one of them two months ago.","06/12/2017 01:30:01 PM","06/14/2017 10:46:37 AM","(21.417068, -157.792831)",2017-06-12 13:30:01,2017-06-14 10:46:37,"Vehicle",162996s (~1.89 days),0.269503968253968
"1373",360767,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/12/2017 10:50:15 AM","06/14/2017 09:53:04 AM","(21.35327487, -158.02479924)",2017-06-12 10:50:15,2017-06-14 09:53:04,"Vehicle",169369s (~1.96 days),0.280041335978836
"1374",360526,"Vehicle","Closed","NXY131 Toyota Corolla 4dr white","06/12/2017 05:40:06 AM","06/14/2017 01:31:38 PM","(21.297646, -157.84169)",2017-06-12 05:40:06,2017-06-14 13:31:38,"Vehicle",201092s (~2.33 days),0.332493386243386
"1375",360105,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:53:10 AM","06/14/2017 09:26:13 AM","(21.35327487, -158.02479924)",2017-06-10 06:53:10,2017-06-14 09:26:13,"Vehicle",354783s (~4.11 days),0.586612103174603
"1376",360104,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:53:05 AM","06/14/2017 09:12:45 AM","(21.35327487, -158.02479924)",2017-06-10 06:53:05,2017-06-14 09:12:45,"Vehicle",353980s (~4.1 days),0.585284391534391
"1377",360103,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:52:52 AM","06/14/2017 09:27:47 AM","(21.35327487, -158.02479924)",2017-06-10 06:52:52,2017-06-14 09:27:47,"Vehicle",354895s (~4.11 days),0.586797288359788
"1378",360102,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:52:39 AM","06/14/2017 09:32:17 AM","(21.35327487, -158.02479924)",2017-06-10 06:52:39,2017-06-14 09:32:17,"Vehicle",355178s (~4.11 days),0.587265211640212
"1379",360101,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:52:31 AM","06/14/2017 09:34:27 AM","(21.35327487, -158.02479924)",2017-06-10 06:52:31,2017-06-14 09:34:27,"Vehicle",355316s (~4.11 days),0.587493386243386
"1380",360100,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:52:16 AM","06/14/2017 09:29:15 AM","(21.35327487, -158.02479924)",2017-06-10 06:52:16,2017-06-14 09:29:15,"Vehicle",355019s (~4.11 days),0.587002314814815
"1381",360099,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has removed it.","06/10/2017 06:51:56 AM","06/14/2017 09:42:46 AM","(21.35327487, -158.02479924)",2017-06-10 06:51:56,2017-06-14 09:42:46,"Vehicle",355850s (~4.12 days),0.588376322751323
"1382",360098,"Vehicle","Closed","Vehicle had an Abandoned yellow slip on it, but someone has temoved it.","06/10/2017 06:51:46 AM","06/14/2017 09:45:29 AM","(21.35327487, -158.02479924)",2017-06-10 06:51:46,2017-06-14 09:45:29,"Vehicle",356023s (~4.12 days),0.588662367724868
"1383",359949,"Vehicle","Closed","this vehicle is park over a months","06/09/2017 12:27:13 PM","06/09/2017 12:39:04 PM","(21.3284743, -157.8784141)",2017-06-09 12:27:13,2017-06-09 12:39:04,"Vehicle",711s (~11.85 minutes),0.00117559523809524
"1384",359594,"Vehicle","Closed","Sitting several days on lifts or jacks","06/08/2017 04:11:32 PM","06/09/2017 09:10:09 AM","(21.396164, -158.013962)",2017-06-08 16:11:32,2017-06-09 09:10:09,"Vehicle",61117s (~16.98 hours),0.101053240740741
"1385",359415,"Vehicle","Closed","Salt lake area","06/08/2017 08:01:03 AM","06/08/2017 08:09:39 AM","(21.34807731, -157.91466328)",2017-06-08 08:01:03,2017-06-08 08:09:39,"Vehicle",516s (~8.6 minutes),0.000853174603174603
"1386",359380,"Vehicle","Closed","Broken right rear window","06/08/2017 06:37:20 AM","06/08/2017 08:12:32 AM","(21.27656, -157.767426)",2017-06-08 06:37:20,2017-06-08 08:12:32,"Vehicle",5712s (~1.59 hours),0.00944444444444444
"1387",359165,"Vehicle","Closed","Silver exterra parked on street parking for days, should be moved. Repeat offender.","06/07/2017 05:20:22 PM","06/08/2017 07:56:07 AM","(21.387375, -157.941864)",2017-06-07 17:20:22,2017-06-08 07:56:07,"Vehicle",52545s (~14.6 hours),0.0868799603174603
"1388",359130,"Vehicle","Closed","Vehicle has been sitting for over a month!","06/07/2017 03:42:57 PM","06/08/2017 09:08:37 AM","(21.384804, -158.013809)",2017-06-07 15:42:57,2017-06-08 09:08:37,"Vehicle",62740s (~17.43 hours),0.103736772486773
"1389",359027,"Vehicle","Closed","Toyota camry. Near the long hill rear (entry) driveway of the Waianae Coast Comprehensive Health Center. No plates. Windows open. Been there for over a week now.","06/07/2017 10:38:50 AM","06/07/2017 11:32:17 AM","(21.42894, -158.178909)",2017-06-07 10:38:50,2017-06-07 11:32:17,"Vehicle",3207s (~53.45 minutes),0.00530257936507937
"1390",358928,"Vehicle","Closed","Salt lake area","06/07/2017 07:39:00 AM","06/07/2017 08:08:08 AM","(21.3478915, -157.9147886)",2017-06-07 07:39:00,2017-06-07 08:08:08,"Vehicle",1748s (~29.13 minutes),0.00289021164021164
"1391",358927,"Vehicle","Closed","Salt lake area","06/07/2017 07:35:47 AM","06/07/2017 08:09:48 AM","(21.34793956, -157.91484331)",2017-06-07 07:35:47,2017-06-07 08:09:48,"Vehicle",2041s (~34.02 minutes),0.00337466931216931
"1392",358545,"Vehicle","Closed","Abandoned for a long time. Flat tire","06/06/2017 08:22:36 AM","06/06/2017 09:22:53 AM","(21.28933, -157.837891)",2017-06-06 08:22:36,2017-06-06 09:22:53,"Vehicle",3617s (~1 hours),0.00598048941798942
"1393",358300,"Vehicle","Closed","Abandoned 1 month","06/05/2017 05:37:37 PM","06/06/2017 09:15:38 AM","(21.367744501, -157.895289452)",2017-06-05 17:37:37,2017-06-06 09:15:38,"Vehicle",56281s (~15.63 hours),0.093057208994709
"1394",358298,"Vehicle","Closed","Abandoned 3 weeks","06/05/2017 05:33:14 PM","06/06/2017 09:29:08 AM","(21.367746062, -157.895267997)",2017-06-05 17:33:14,2017-06-06 09:29:08,"Vehicle",57354s (~15.93 hours),0.0948313492063492
"1395",358297,"Vehicle","Closed","Abandoned 1 month","06/05/2017 05:29:08 PM","06/06/2017 09:05:08 AM","(21.367772525, -157.895208886)",2017-06-05 17:29:08,2017-06-06 09:05:08,"Vehicle",56160s (~15.6 hours),0.0928571428571429
"1396",358287,"Vehicle","Closed","Salt lake area","06/05/2017 04:32:33 PM","06/06/2017 08:07:41 AM","(21.34795588, -157.91476386)",2017-06-05 16:32:33,2017-06-06 08:07:41,"Vehicle",56108s (~15.59 hours),0.092771164021164
"1397",358286,"Vehicle","Closed","Salt lake area","06/05/2017 04:29:56 PM","06/06/2017 08:04:52 AM","(21.34795687, -157.91476517)",2017-06-05 16:29:56,2017-06-06 08:04:52,"Vehicle",56096s (~15.58 hours),0.0927513227513228
"1398",358061,"Vehicle","Closed","Salt lake area","06/05/2017 08:06:12 AM","06/05/2017 04:23:04 PM","(21.34790026, -157.91472899)",2017-06-05 08:06:12,2017-06-05 16:23:04,"Vehicle",29812s (~8.28 hours),0.049292328042328
"1399",358059,"Vehicle","Closed","Salt lake area","06/05/2017 08:02:35 AM","06/05/2017 04:22:42 PM","(21.3479259, -157.9147187)",2017-06-05 08:02:35,2017-06-05 16:22:42,"Vehicle",30007s (~8.34 hours),0.0496147486772487
"1400",357800,"Vehicle","Closed","See above please","06/04/2017 05:14:25 PM","06/05/2017 02:49:21 PM","(21.288651, -157.710266)",2017-06-04 17:14:25,2017-06-05 14:49:21,"Vehicle",77696s (~21.58 hours),0.128465608465608
"1401",357711,"Vehicle","Closed","Salt lake area","06/04/2017 11:25:37 AM","06/05/2017 04:15:43 PM","(21.34798657, -157.9148085)",2017-06-04 11:25:37,2017-06-05 16:15:43,"Vehicle",103806s (~1.2 days),0.171636904761905
"1402",357710,"Vehicle","Closed","Salt lake area","06/04/2017 11:23:10 AM","06/05/2017 03:18:34 PM","(21.3479103, -157.9147653)",2017-06-04 11:23:10,2017-06-05 15:18:34,"Vehicle",100524s (~1.16 days),0.166210317460317
"1403",357708,"Vehicle","Closed","Salt lake area","06/04/2017 11:20:01 AM","06/05/2017 03:53:46 PM","(21.3478977, -157.9147537)",2017-06-04 11:20:01,2017-06-05 15:53:46,"Vehicle",102825s (~1.19 days),0.170014880952381
"1404",357706,"Vehicle","Closed","Salt lake area","06/04/2017 11:17:33 AM","06/05/2017 03:45:44 PM","(21.3479103, -157.9147653)",2017-06-04 11:17:33,2017-06-05 15:45:44,"Vehicle",102491s (~1.19 days),0.169462632275132
"1405",357703,"Vehicle","Closed","Salt lake area","06/04/2017 11:13:58 AM","06/05/2017 03:28:31 PM","(21.3479485, -157.9146915)",2017-06-04 11:13:58,2017-06-05 15:28:31,"Vehicle",101673s (~1.18 days),0.168110119047619
"1406",357688,"Vehicle","Closed","Black subaru with a body kit. Parking ticket on windshield.","06/04/2017 10:04:02 AM","06/05/2017 02:39:07 PM","(21.31891425, -158.01636719)",2017-06-04 10:04:02,2017-06-05 14:39:07,"Vehicle",102905s (~1.19 days),0.170147156084656
"1407",357353,"Vehicle","Closed","Owner lives in 1801 Anapuni St. He has three vehicles that never move including the oversized RV. License plate numbers SURF 1, SURF2 and SRFRS. He is taking up public parking away from others in the neighborhood.","06/02/2017 05:35:28 PM","06/05/2017 09:25:49 AM","(21.305233, -157.832306)",2017-06-02 17:35:28,2017-06-05 09:25:49,"Vehicle",229821s (~2.66 days),0.37999503968254
"1408",357352,"Vehicle","Closed","Owner lives in 1801 Anapuni St. He has three vehicles that never move including the oversized RV. License plate numbers SURF 1, SURF2 and SRFRS. He is taking up public parking away from others in the neighborhood.","06/02/2017 05:32:39 PM","06/05/2017 09:03:17 AM","(21.305206, -157.832321)",2017-06-02 17:32:39,2017-06-05 09:03:17,"Vehicle",228638s (~2.65 days),0.378039021164021
"1409",357351,"Vehicle","Closed","Red van wit SURF 1 license.","06/02/2017 05:30:07 PM","06/05/2017 08:25:01 AM","(21.305225, -157.832352)",2017-06-02 17:30:07,2017-06-05 08:25:01,"Vehicle",226494s (~2.62 days),0.374494047619048
"1410",356824,"Trash","Closed","Hazardous concrete and steel debris dumped at Sunset Beach north of lifeguard tower. It has been there three months.","06/01/2017 11:44:51 AM","06/01/2017 11:50:51 AM","(21.673248, -158.041229)",2017-06-01 11:44:51,2017-06-01 11:50:51,"Trash",360s (~6 minutes),0.000595238095238095
"1411",356481,"Vehicle","Closed","Abandoned black jeep hasn't moved in a week. Expired safety and registration. Open to the environment on all sides.","05/31/2017 04:48:29 PM","06/01/2017 10:59:27 AM","(21.273239, -157.808838)",2017-05-31 16:48:29,2017-06-01 10:59:27,"Vehicle",65458s (~18.18 hours),0.10823082010582
"1412",356260,"Vehicle","Closed","White VW Gold. 4 dr. EXPIRED TAGS!","05/31/2017 08:39:51 AM","05/31/2017 09:20:43 AM","(21.3193395, -158.02071)",2017-05-31 08:39:51,2017-05-31 09:20:43,"Vehicle",2452s (~40.87 minutes),0.0040542328042328
"1413",356257,"Vehicle","Closed","Black Honda 2 dr.","05/31/2017 08:31:50 AM","05/31/2017 09:21:58 AM","(21.3193395, -158.02071)",2017-05-31 08:31:50,2017-05-31 09:21:58,"Vehicle",3008s (~50.13 minutes),0.00497354497354497
"1414",356254,"Vehicle","Closed","Blue Jeep Wrangler. 2 dr. LIC # RXN 048","05/31/2017 08:22:06 AM","05/31/2017 09:29:12 AM","(21.3192364, -158.0207288)",2017-05-31 08:22:06,2017-05-31 09:29:12,"Vehicle",4026s (~1.12 hours),0.00665674603174603
"1415",356071,"Vehicle","Closed","Parking is an issue around here and we don't need abandoned vehicles or those being stored on the public streets.","05/30/2017 09:25:48 PM","05/31/2017 09:18:39 AM","(21.582123, -158.139816)",2017-05-30 21:25:48,2017-05-31 09:18:39,"Vehicle",42771s (~11.88 hours),0.070719246031746
"1416",356051,"Vehicle","Closed","Been yhere two months","05/30/2017 05:58:41 PM","05/31/2017 09:13:45 AM","(21.400085, -157.75264)",2017-05-30 17:58:41,2017-05-31 09:13:45,"Vehicle",54904s (~15.25 hours),0.0907804232804233
"1417",356050,"Vehicle","Closed","Been there for two months","05/30/2017 05:55:36 PM","05/31/2017 08:50:07 AM","(21.400055, -157.752548)",2017-05-30 17:55:36,2017-05-31 08:50:07,"Vehicle",53671s (~14.91 hours),0.0887417328042328
"1418",356035,"Vehicle","Closed","SUV front end damage","05/30/2017 04:32:01 PM","05/31/2017 08:22:28 AM","(21.377228, -157.933685)",2017-05-30 16:32:01,2017-05-31 08:22:28,"Vehicle",57027s (~15.84 hours),0.0942906746031746
"1419",356030,"Vehicle","Closed","blacj","05/30/2017 04:15:23 PM","05/31/2017 10:56:31 AM","(21.310275725, -157.711287201)",2017-05-30 16:15:23,2017-05-31 10:56:31,"Vehicle",67268s (~18.69 hours),0.111223544973545
"1420",356029,"Vehicle","Closed","blacj","05/30/2017 04:14:43 PM","05/31/2017 08:16:03 AM","(21.310275725, -157.711287201)",2017-05-30 16:14:43,2017-05-31 08:16:03,"Vehicle",57680s (~16.02 hours),0.0953703703703704
"1421",356028,"Vehicle","Closed","blacj","05/30/2017 04:14:27 PM","05/31/2017 08:20:21 AM","(21.310275725, -157.711287201)",2017-05-30 16:14:27,2017-05-31 08:20:21,"Vehicle",57954s (~16.1 hours),0.0958234126984127
